name,pref,address,companies,lines,exclude
相馬,福島県,相馬市中村字曲田,JR東日本,JR常磐線(いわき～仙台),福島県
駒ケ嶺,福島県,福島県相馬郡新地町駒ケ嶺字深町21,JR東日本,JR常磐線(いわき～仙台),福島県
新地,福島県,相馬郡新地町大字谷地小屋,JR東日本,JR常磐線(いわき～仙台),福島県
坂元,宮城県,亘理郡山元町坂元字二又,JR東日本,JR常磐線(いわき～仙台),宮城県
山下,宮城県,亘理郡山元町寺字頭無,JR東日本,JR常磐線(いわき～仙台),兵庫県|宮城県
浜吉田,宮城県,亘理郡亘理町吉田字流,JR東日本,JR常磐線(いわき～仙台),宮城県
亘理,宮城県,亘理郡亘理町道田西,JR東日本,JR常磐線(いわき～仙台),宮城県
逢隈,宮城県,亘理郡亘理町逢隈下郡字椿山,JR東日本,JR常磐線(いわき～仙台),宮城県
板橋,東京都,板橋区板橋１丁目,JR東日本,JR埼京線,東京都
十条,東京都,北区上十条１丁目,JR東日本,JR埼京線,京都府|東京都
北赤羽,東京都,北区赤羽北２丁目,JR東日本,JR埼京線,東京都
浮間舟渡,東京都,北区浮間４丁目,JR東日本,JR埼京線,東京都
戸田公園,埼玉県,戸田市本町４丁目,JR東日本,JR埼京線,埼玉県
戸田,埼玉県,戸田市新曽字柳原,JR東日本,JR埼京線,埼玉県|山口県|愛知県
北戸田,埼玉県,戸田市新曽字芦原,JR東日本,JR埼京線,埼玉県
中浦和,埼玉県,さいたま市南区鹿手袋１丁目,JR東日本,JR埼京線,埼玉県
南与野,埼玉県,さいたま市中央区鈴谷２丁目,JR東日本,JR埼京線,埼玉県
与野本町,埼玉県,さいたま市中央区本町東２丁目,JR東日本,JR埼京線,埼玉県
北与野,埼玉県,さいたま市中央区上落合,JR東日本,JR埼京線,埼玉県
日進,埼玉県,さいたま市北区日進町２丁目,JR東日本,JR川越線,北海道|埼玉県|愛知県
西大宮,埼玉県,さいたま市西区大字指扇3582-4,JR東日本,JR川越線,埼玉県
指扇,埼玉県,さいたま市西区宝来,JR東日本,JR川越線,埼玉県
南古谷,埼玉県,川越市並木,JR東日本,JR川越線,埼玉県
川越,埼玉県,川越市脇田町,JR東日本・東武鉄道,JR川越線・東武東上線,埼玉県
西川越,埼玉県,川越市小ケ谷,JR東日本,JR川越線,埼玉県
的場,埼玉県,川越市的場,JR東日本,JR川越線,埼玉県
笠幡,埼玉県,川越市笠幡上野,JR東日本,JR川越線,埼玉県
武蔵高萩,埼玉県,日高市高萩,JR東日本,JR川越線,埼玉県
宮原,埼玉県,さいたま市北区宮原町３丁目,JR東日本,JR高崎線,埼玉県
上尾,埼玉県,上尾市柏座１丁目,JR東日本,JR高崎線,埼玉県
北上尾,埼玉県,上尾市原新町,JR東日本,JR高崎線,埼玉県
桶川,埼玉県,桶川市南１丁目,JR東日本,JR高崎線,埼玉県
北本,埼玉県,北本市北本１丁目,JR東日本,JR高崎線,埼玉県
鴻巣,埼玉県,鴻巣市本町１丁目,JR東日本,JR高崎線,埼玉県
北鴻巣,埼玉県,鴻巣市赤見台１丁目,JR東日本,JR高崎線,埼玉県
吹上,埼玉県,鴻巣市吹上本町１丁目,JR東日本,JR高崎線,埼玉県|愛知県
行田,埼玉県,行田市壱里山町,JR東日本,JR高崎線,埼玉県
熊谷,埼玉県,熊谷市筑波２丁目,JR東日本・秩父鉄道,JR高崎線・秩父鉄道秩父本線,埼玉県
籠原,埼玉県,熊谷市大字新堀,JR東日本,JR高崎線,埼玉県
深谷,埼玉県,深谷市西島町１丁目,JR東日本,JR高崎線,埼玉県
岡部,埼玉県,深谷市岡,JR東日本,JR高崎線,埼玉県
本庄,埼玉県,本庄市銀座３丁目,JR東日本,JR高崎線,埼玉県
神保原,埼玉県,児玉郡上里町大字神保原町,JR東日本,JR高崎線,埼玉県
新町,群馬県,高崎市新町,JR東日本,JR高崎線,熊本県|群馬県
本千葉,千葉県,千葉市中央区長洲町１丁目,JR東日本,JR外房線・JR内房線,千葉県
蘇我,千葉県,千葉市中央区今井２丁目,JR東日本,JR外房線・JR内房線・JR京葉線,千葉県
鎌取,千葉県,千葉市緑区鎌取町,JR東日本,JR外房線,千葉県
誉田,千葉県,千葉市緑区誉田町２丁目,JR東日本,JR外房線,千葉県
土気,千葉県,千葉市緑区土気町,JR東日本,JR外房線,千葉県
大網,千葉県,千葉県大網白里市南玉21-7,JR東日本,JR外房線・JR東金線,千葉県
永田,千葉県,千葉県大網白里市永田1835,JR東日本,JR外房線,千葉県|埼玉県
本納,千葉県,茂原市本納,JR東日本,JR外房線,千葉県
新茂原,千葉県,茂原市長尾,JR東日本,JR外房線,千葉県
茂原,千葉県,茂原市町保,JR東日本,JR外房線,千葉県
八積,千葉県,長生郡長生村岩沼,JR東日本,JR外房線,千葉県
上総一ノ宮,千葉県,長生郡一宮町一宮,JR東日本,JR外房線,千葉県
東浪見,千葉県,長生郡一宮町東浪見,JR東日本,JR外房線,千葉県
太東,千葉県,いすみ市岬町椎木,JR東日本,JR外房線,千葉県
長者町,千葉県,いすみ市岬町長者,JR東日本,JR外房線,千葉県
三門,千葉県,いすみ市日在,JR東日本,JR外房線,千葉県
大原,千葉県,いすみ市大原,JR東日本・いすみ鉄道,JR外房線・いすみ線,千葉県|岡山県|広島県
浪花,千葉県,いすみ市小沢,JR東日本,JR外房線,千葉県
御宿,千葉県,夷隅郡御宿町須賀,JR東日本,JR外房線,千葉県
勝浦,千葉県,勝浦市墨名,JR東日本,JR外房線,千葉県
鵜原,千葉県,勝浦市鵜原,JR東日本,JR外房線,千葉県
上総興津,千葉県,勝浦市興津,JR東日本,JR外房線,千葉県
行川アイランド,千葉県,勝浦市浜行川,JR東日本,JR外房線,千葉県
安房小湊,千葉県,鴨川市内浦,JR東日本,JR外房線,千葉県
安房天津,千葉県,鴨川市天津,JR東日本,JR外房線,千葉県
安房鴨川,千葉県,鴨川市横渚,JR東日本,JR外房線・JR内房線,千葉県
浜野,千葉県,千葉市中央区村田町,JR東日本,JR内房線,千葉県
八幡宿,千葉県,市原市八幡,JR東日本,JR内房線,千葉県
五井,千葉県,市原市五井,JR東日本・小湊鐵道,JR内房線・小湊鉄道線,千葉県
姉ケ崎,千葉県,千葉県市原市姉崎528-2,JR東日本,JR内房線,千葉県
長浦,千葉県,袖ケ浦市蔵波,JR東日本,JR内房線,千葉県|愛知県
袖ケ浦,千葉県,千葉県袖ケ浦市奈良輪1198,JR東日本,JR内房線,千葉県
巌根,千葉県,木更津市岩根３丁目,JR東日本,JR内房線,千葉県
木更津,千葉県,木更津市富士見１丁目,JR東日本,JR内房線・JR久留里線,千葉県
君津,千葉県,君津市東坂田１丁目,JR東日本,JR内房線,千葉県
青堀,千葉県,富津市大堀,JR東日本,JR内房線,千葉県
大貫,千葉県,富津市千種新田,JR東日本,JR内房線,千葉県
佐貫町,千葉県,富津市亀田,JR東日本,JR内房線,千葉県
上総湊,千葉県,富津市湊,JR東日本,JR内房線,千葉県
竹岡,千葉県,富津市萩生,JR東日本,JR内房線,千葉県
浜金谷,千葉県,富津市金谷,JR東日本,JR内房線,千葉県
保田,千葉県,安房郡鋸南町保田,JR東日本,JR内房線,千葉県|福井県
安房勝山,千葉県,安房郡鋸南町竜島,JR東日本,JR内房線,千葉県
岩井,千葉県,南房総市市部,JR東日本,JR内房線,千葉県
富浦,千葉県,南房総市富浦町原岡,JR東日本,JR内房線,北海道|千葉県
那古船形,千葉県,館山市船形,JR東日本,JR内房線,千葉県
館山,千葉県,館山市北条,JR東日本,JR内房線,千葉県
九重,千葉県,館山市二子,JR東日本,JR内房線,千葉県
千倉,千葉県,南房総市千倉町瀬戸,JR東日本,JR内房線,千葉県
千歳,千葉県,南房総市千倉町白子,JR東日本,JR内房線,北海道|千葉県
南三原,千葉県,南房総市和田町松田,JR東日本,JR内房線,千葉県
和田浦,千葉県,南房総市和田町仁我浦,JR東日本,JR内房線,千葉県
江見,千葉県,鴨川市西江見,JR東日本,JR内房線,千葉県
太海,千葉県,鴨川市太海,JR東日本,JR内房線,千葉県
八丁堀,東京都,中央区八丁堀３丁目,JR東日本・東京メトロ,JR京葉線・東京メトロ日比谷線,広島県|東京都
越中島,東京都,江東区越中島２丁目,JR東日本,JR京葉線,東京都
潮見,東京都,江東区潮見２丁目,JR東日本,JR京葉線,東京都
新木場,東京都,東京都江東区新木場一丁目5,JR東日本・東京メトロ・東京臨海高速鉄道,JR京葉線・東京メトロ有楽町線・りんかい線,東京都
葛西臨海公園,東京都,江戸川区臨海町６丁目,JR東日本,JR京葉線,東京都
舞浜,千葉県,浦安市舞浜,JR東日本,JR京葉線,千葉県
新浦安,千葉県,浦安市入船１丁目,JR東日本,JR京葉線,千葉県
市川塩浜,千葉県,市川市塩浜２丁目,JR東日本,JR京葉線,千葉県
二俣新町,千葉県,市川市二俣新町,JR東日本,JR京葉線,千葉県
南船橋,千葉県,船橋市若松２丁目,JR東日本,JR京葉線,千葉県
新習志野,千葉県,習志野市茜浜２丁目,JR東日本,JR京葉線,千葉県
海浜幕張,千葉県,千葉市美浜区ひび野,JR東日本,JR京葉線,千葉県
検見川浜,千葉県,千葉市美浜区真砂４丁目,JR東日本,JR京葉線,千葉県
稲毛海岸,千葉県,千葉市美浜区高洲３丁目,JR東日本,JR京葉線,千葉県
千葉みなと,千葉県,千葉市中央区中央港１丁目,JR東日本・千葉都市モノレール,JR京葉線・千葉都市モノレール１号線,千葉県
酒々井,千葉県,印旛郡酒々井町酒々井,JR東日本,JR成田線,千葉県
成田,千葉県,成田市花崎町,JR東日本・京成電鉄,JR成田線・JR成田エクスプレス・京成本線,千葉県
空港第２ビル（第２旅客ターミナル）,千葉県,千葉県成田市古込字古込1-1,JR東日本・京成電鉄,JR成田線・JR成田エクスプレス・京成本線・成田スカイアクセス,千葉県
成田空港（第１旅客ターミナル）,千葉県,千葉県成田市三里塚御料牧場1-1,JR東日本・京成電鉄,JR成田線・JR成田エクスプレス・京成本線・成田スカイアクセス,千葉県
久住,千葉県,成田市飯岡,JR東日本,JR成田線,千葉県
滑河,千葉県,成田市猿山,JR東日本,JR成田線,千葉県
下総神崎,千葉県,香取郡神崎町郡,JR東日本,JR成田線,千葉県
大戸,千葉県,香取市大戸川,JR東日本,JR成田線,千葉県
佐原,千葉県,香取市佐原イ,JR東日本,JR成田線・JR鹿島線,千葉県
香取,千葉県,香取市津宮,JR東日本,JR成田線・JR鹿島線,千葉県
水郷,千葉県,香取市一ノ分目,JR東日本,JR成田線,千葉県
小見川,千葉県,香取市小見川,JR東日本,JR成田線,千葉県
笹川,千葉県,香取郡東庄町笹川い,JR東日本,JR成田線,千葉県
下総橘,千葉県,香取郡東庄町石出,JR東日本,JR成田線,千葉県
下総豊里,千葉県,銚子市笹本町,JR東日本,JR成田線,千葉県
椎柴,千葉県,銚子市野尻町,JR東日本,JR成田線,千葉県
東我孫子,千葉県,我孫子市岡発戸,JR東日本,JR成田線,千葉県
湖北,千葉県,我孫子市中里,JR東日本,JR成田線,千葉県
新木,千葉県,我孫子市新木,JR東日本,JR成田線,千葉県|高知県
布佐,千葉県,我孫子市布佐,JR東日本,JR成田線,千葉県
木下,千葉県,印西市木下,JR東日本,JR成田線,千葉県
小林,千葉県,印西市小林,JR東日本,JR成田線,兵庫県|千葉県|宮崎県
安食,千葉県,印旛郡栄町安食,JR東日本,JR成田線,千葉県
下総松崎,千葉県,成田市大竹,JR東日本,JR成田線,千葉県
十二橋,千葉県,香取市津宮字黒須,JR東日本,JR鹿島線,千葉県
潮来,茨城県,潮来市あやめ１丁目,JR東日本,JR鹿島線,茨城県
延方,茨城県,潮来市延方字押立,JR東日本,JR鹿島線,茨城県
鹿島神宮,茨城県,鹿嶋市宮中,JR東日本・鹿島臨海鉄道,JR鹿島線・鹿島臨海鉄道大洗鹿島線,茨城県
鹿島サッカースタジアム（臨）,茨城県,茨城県鹿嶋市大字神向寺4980,JR東日本・鹿島臨海鉄道,JR鹿島線・鹿島臨海鉄道大洗鹿島線,茨城県
祇園,千葉県,木更津市祇園,JR東日本,JR久留里線,千葉県|福岡県
上総清川,千葉県,木更津市菅生,JR東日本,JR久留里線,千葉県
東清川,千葉県,木更津市笹子,JR東日本,JR久留里線,千葉県
横田,千葉県,袖ケ浦市横田,JR東日本,JR久留里線,千葉県
東横田,千葉県,袖ケ浦市横田,JR東日本,JR久留里線,千葉県
馬来田,千葉県,木更津市真里,JR東日本,JR久留里線,千葉県
下郡,千葉県,君津市山本,JR東日本,JR久留里線,千葉県
小櫃,千葉県,君津市末吉,JR東日本,JR久留里線,千葉県
俵田,千葉県,君津市俵田,JR東日本,JR久留里線,千葉県
久留里,千葉県,君津市久留里市場,JR東日本,JR久留里線,千葉県
平山,千葉県,君津市平山,JR東日本,JR久留里線,千葉県
上総松丘,千葉県,君津市広岡,JR東日本,JR久留里線,千葉県
上総亀山,千葉県,君津市藤林,JR東日本,JR久留里線,千葉県
福俵,千葉県,東金市福俵,JR東日本,JR東金線,千葉県
東金,千葉県,東金市東金,JR東日本,JR東金線,千葉県
求名,千葉県,東金市求名,JR東日本,JR東金線,千葉県
与野,埼玉県,さいたま市浦和区上木崎１丁目,JR東日本,JR京浜東北線,埼玉県
北浦和,埼玉県,さいたま市浦和区北浦和３丁目,JR東日本,JR京浜東北線,埼玉県
蕨,埼玉県,蕨市中央１丁目,JR東日本,JR京浜東北線,埼玉県
西川口,埼玉県,川口市並木町２丁目,JR東日本,JR京浜東北線,埼玉県
川口,埼玉県,川口市栄町３丁目,JR東日本,JR京浜東北線,埼玉県
東十条,東京都,北区東十条３丁目,JR東日本,JR京浜東北線,東京都
王子,東京都,北区王子１丁目,JR東日本・東京メトロ・東京都交通局,JR京浜東北線・東京メトロ南北線・都電荒川線,東京都
上中里,東京都,北区上中里１丁目,JR東日本,JR京浜東北線,東京都
大井町,東京都,品川区大井１丁目,JR東日本・東急電鉄・東京臨海高速鉄道,JR京浜東北線・東急大井町線・りんかい線,東京都
大森,東京都,大田区大森北１丁目,JR東日本,JR京浜東北線,東京都|静岡県
蒲田,東京都,大田区蒲田５丁目,JR東日本・東急電鉄,JR京浜東北線・東急池上線・東急多摩川線,東京都
新子安,神奈川県,横浜市神奈川区子安通,JR東日本・京急電鉄,JR京浜東北線・京急本線,神奈川県
下野花岡,栃木県,塩谷郡高根沢町花岡,JR東日本,JR烏山線,栃木県
仁井田,栃木県,塩谷郡高根沢町文挾,JR東日本,JR烏山線,栃木県|高知県
鴻野山,栃木県,那須烏山市鴻野山,JR東日本,JR烏山線,栃木県
大金,栃木県,那須烏山市大金,JR東日本,JR烏山線,栃木県
小塙,栃木県,那須烏山市小塙,JR東日本,JR烏山線,栃木県
滝,栃木県,那須烏山市滝,JR東日本,JR烏山線,兵庫県|栃木県
烏山,栃木県,那須烏山市南２丁目,JR東日本,JR烏山線,栃木県
渋川,群馬県,渋川市渋川,JR東日本,JR吾妻線・JR上越線,群馬県
金島,群馬県,渋川市川島,JR東日本,JR吾妻線,福岡県|群馬県
祖母島,群馬県,渋川市祖母島,JR東日本,JR吾妻線,群馬県
小野上,群馬県,渋川市村上,JR東日本,JR吾妻線,群馬県
小野上温泉,群馬県,渋川市村上字塩川,JR東日本,JR吾妻線,群馬県
市城,群馬県,吾妻郡中之条町大字市城,JR東日本,JR吾妻線,群馬県
中之条,群馬県,吾妻郡中之条町伊勢町,JR東日本,JR吾妻線,群馬県
群馬原町,群馬県,吾妻郡東吾妻町原町,JR東日本,JR吾妻線,群馬県
郷原,群馬県,吾妻郡東吾妻町郷原,JR東日本,JR吾妻線,群馬県
矢倉,群馬県,吾妻郡東吾妻町矢倉,JR東日本,JR吾妻線,群馬県
岩島,群馬県,吾妻郡東吾妻町岩下,JR東日本,JR吾妻線,群馬県
川原湯温泉,群馬県,吾妻郡長野原町大字川原湯,JR東日本,JR吾妻線,群馬県
長野原草津口,群馬県,吾妻郡長野原町大字長野原,JR東日本,JR吾妻線,群馬県
群馬大津,群馬県,吾妻郡長野原町大字大津,JR東日本,JR吾妻線,群馬県
羽根尾,群馬県,吾妻郡長野原町大字羽根尾,JR東日本,JR吾妻線,群馬県
袋倉,群馬県,吾妻郡嬬恋村大字袋倉,JR東日本,JR吾妻線,群馬県
万座・鹿沢口,群馬県,吾妻郡嬬恋村大字鎌原,JR東日本,JR吾妻線,群馬県
大前,群馬県,吾妻郡嬬恋村大字大前,JR東日本,JR吾妻線,群馬県
北高崎,群馬県,高崎市大橋町,JR東日本,JR信越本線,群馬県
群馬八幡,群馬県,高崎市八幡町,JR東日本,JR信越本線,群馬県
安中,群馬県,安中市中宿,JR東日本,JR信越本線,群馬県
磯部,群馬県,安中市磯部,JR東日本,JR信越本線,石川県|群馬県
松井田,群馬県,安中市松井田町八城,JR東日本,JR信越本線,群馬県
西松井田,群馬県,安中市松井田町新堀,JR東日本,JR信越本線,群馬県
横川,群馬県,安中市松井田町横川,JR東日本,JR信越本線,広島県|群馬県
常陸青柳,茨城県,ひたちなか市枝川,JR東日本,JR水郡線,茨城県
常陸津田,茨城県,ひたちなか市津田,JR東日本,JR水郡線,茨城県
後台,茨城県,那珂市後台,JR東日本,JR水郡線,茨城県
下菅谷,茨城県,那珂市菅谷,JR東日本,JR水郡線,茨城県
中菅谷,茨城県,那珂市菅谷,JR東日本,JR水郡線,茨城県
上菅谷,茨城県,那珂市菅谷,JR東日本,JR水郡線,茨城県
南酒出,茨城県,那珂市南酒出,JR東日本,JR水郡線,茨城県
額田,茨城県,那珂市額田南郷,JR東日本,JR水郡線,大阪府|茨城県
河合,茨城県,常陸太田市上河合町,JR東日本,JR水郡線,茨城県
谷河原,茨城県,常陸太田市磯部町,JR東日本,JR水郡線,茨城県
常陸太田,茨城県,常陸太田市山下町,JR東日本,JR水郡線,茨城県
常陸鴻巣,茨城県,那珂市鴻巣,JR東日本,JR水郡線,茨城県
瓜連,茨城県,那珂市瓜連,JR東日本,JR水郡線,茨城県
静,茨城県,那珂市下大賀,JR東日本,JR水郡線,茨城県
常陸大宮,茨城県,常陸大宮市南町９６６,JR東日本,JR水郡線,茨城県
玉川村,茨城県,常陸大宮市東野,JR東日本,JR水郡線,茨城県
野上原,茨城県,常陸大宮市野上,JR東日本,JR水郡線,茨城県
山方宿,茨城県,常陸大宮市山方,JR東日本,JR水郡線,茨城県
中舟生,茨城県,常陸大宮市舟生堂下,JR東日本,JR水郡線,茨城県
下小川,茨城県,常陸大宮市盛金,JR東日本,JR水郡線,茨城県
西金,茨城県,久慈郡大子町大字西金,JR東日本,JR水郡線,茨城県
上小川,茨城県,久慈郡大子町大字頃藤,JR東日本,JR水郡線,茨城県
袋田,茨城県,久慈郡大子町袋田,JR東日本,JR水郡線,茨城県
常陸大子,茨城県,久慈郡大子町大字大子,JR東日本,JR水郡線,茨城県
下野宮,茨城県,久慈郡大子町大字下野宮,JR東日本,JR水郡線,茨城県
矢祭山,福島県,東白川郡矢祭町大字内川,JR東日本,JR水郡線,福島県
東館,福島県,東白川郡矢祭町大字東舘,JR東日本,JR水郡線,福島県
南石井,福島県,東白川郡矢祭町下石井,JR東日本,JR水郡線,福島県
磐城石井,福島県,東白川郡矢祭町大字中石井,JR東日本,JR水郡線,福島県
磐城塙,福島県,東白川郡塙町宮田,JR東日本,JR水郡線,福島県
近津,福島県,東白川郡棚倉町大字寺山,JR東日本,JR水郡線,福島県
中豊,福島県,東白川郡棚倉町大字流,JR東日本,JR水郡線,福島県
磐城棚倉,福島県,東白川郡棚倉町大字棚倉,JR東日本,JR水郡線,福島県
磐城浅川,福島県,石川郡浅川町大字浅川,JR東日本,JR水郡線,福島県
里白石,福島県,石川郡浅川町里白石宿裏,JR東日本,JR水郡線,福島県
磐城石川,福島県,石川郡石川町当町,JR東日本,JR水郡線,福島県
野木沢,福島県,石川郡石川町大字中野,JR東日本,JR水郡線,福島県
川辺沖,福島県,石川郡玉川村大字川辺,JR東日本,JR水郡線,福島県
泉郷,福島県,石川郡玉川村大字小高,JR東日本,JR水郡線,福島県
川東,福島県,須賀川市大字小作田,JR東日本,JR水郡線,佐賀県|福島県
小塩江,福島県,須賀川市大字塩田,JR東日本,JR水郡線,福島県
谷田川,福島県,郡山市田村町谷田川,JR東日本,JR水郡線,福島県
磐城守山,福島県,郡山市田村町岩作,JR東日本,JR水郡線,福島県
小田林,茨城県,結城市小田林,JR東日本,JR水戸線,茨城県
結城,茨城県,結城市結城,JR東日本,JR水戸線,茨城県
東結城,茨城県,結城市大字結城,JR東日本,JR水戸線,茨城県
川島,茨城県,筑西市伊佐山,JR東日本,JR水戸線,茨城県
玉戸,茨城県,筑西市玉戸,JR東日本,JR水戸線,茨城県
下館,茨城県,茨城県筑西市乙86,JR東日本・関東鉄道・真岡鐵道,JR水戸線・関東鉄道常総線・真岡鐵道真岡線,茨城県
新治,茨城県,筑西市新治,JR東日本,JR水戸線,茨城県
大和,茨城県,桜川市高森,JR東日本,JR水戸線,神奈川県|茨城県
岩瀬,茨城県,桜川市犬田,JR東日本,JR水戸線,茨城県
羽黒,茨城県,桜川市友部,JR東日本,JR水戸線,愛知県|茨城県
福原,茨城県,笠間市福原,JR東日本,JR水戸線,茨城県
稲田,茨城県,笠間市稲田,JR東日本,JR水戸線,茨城県
笠間,茨城県,笠間市下市毛,JR東日本,JR水戸線,茨城県
宍戸,茨城県,笠間市大田町,JR東日本,JR水戸線,茨城県
鶴田,栃木県,宇都宮市西川田町,JR東日本,JR日光線,栃木県
鹿沼,栃木県,鹿沼市上野町,JR東日本,JR日光線,栃木県
文挟,栃木県,日光市小倉,JR東日本,JR日光線,栃木県
下野大沢,栃木県,日光市土沢,JR東日本,JR日光線,栃木県
今市,栃木県,日光市平ケ崎,JR東日本,JR日光線,栃木県
日光,栃木県,日光市相生町,JR東日本・東武鉄道,JR日光線・東武日光線,栃木県
高崎問屋町,群馬県,高崎市貝沢町７１５番地,JR東日本,JR両毛線・JR上越線,群馬県
井野,群馬県,高崎市井野町,JR東日本,JR両毛線・JR上越線,千葉県|群馬県
新前橋,群馬県,前橋市古市町,JR東日本,JR両毛線・JR上越線,群馬県
前橋,群馬県,前橋市表町２丁目,JR東日本,JR両毛線,群馬県
前橋大島,群馬県,前橋市天川大島町１３２４-３,JR東日本,JR両毛線,群馬県
駒形,群馬県,前橋市小屋原町,JR東日本,JR両毛線,群馬県
伊勢崎,群馬県,伊勢崎市曲輪町３丁目,JR東日本・東武鉄道,JR両毛線・東武伊勢崎線,群馬県
国定,群馬県,伊勢崎市国定町,JR東日本,JR両毛線,群馬県
岩宿,群馬県,みどり市笠懸町阿左美,JR東日本,JR両毛線,群馬県
桐生,群馬県,桐生市末広町,JR東日本・わたらせ渓谷鐵道,JR両毛線・わたらせ渓谷線,群馬県
小俣,栃木県,足利市小俣町,JR東日本,JR両毛線,三重県|栃木県
山前,栃木県,足利市鹿島町２丁目,JR東日本,JR両毛線,栃木県
足利,栃木県,足利市伊勢町,JR東日本,JR両毛線,栃木県
あしかがフラワーパーク,栃木県,栃木県足利市迫間町,JR東日本,JR両毛線,栃木県
富田,栃木県,足利市駒場町,JR東日本,JR両毛線,三重県|大阪府|栃木県
佐野,栃木県,佐野市若松町,JR東日本・東武鉄道,JR両毛線・東武佐野線,栃木県
岩舟,栃木県,下都賀郡岩舟町大字静,JR東日本,JR両毛線,栃木県
大平下,栃木県,栃木県栃木市大平町富田,JR東日本,JR両毛線,栃木県
思川,栃木県,小山市大字松沼,JR東日本,JR両毛線,栃木県
群馬総社,群馬県,前橋市総社町植野,JR東日本,JR上越線,群馬県
八木原,群馬県,渋川市八木原,JR東日本,JR上越線,群馬県
敷島,群馬県,渋川市赤城町敷島,JR東日本,JR上越線,群馬県
津久田,群馬県,渋川市赤城町津久田,JR東日本,JR上越線,群馬県
岩本,群馬県,沼田市岩本町,JR東日本,JR上越線,群馬県
沼田,群馬県,沼田市清水町,JR東日本,JR上越線,群馬県
後閑,群馬県,利根郡みなかみ町後閑,JR東日本,JR上越線,群馬県
上牧,群馬県,利根郡みなかみ町上牧,JR東日本,JR上越線,大阪府|群馬県
水上,群馬県,利根郡みなかみ町鹿野沢,JR東日本,JR上越線,群馬県
湯檜曽,群馬県,利根郡みなかみ町湯桧曽,JR東日本,JR上越線,群馬県
土合,群馬県,利根郡みなかみ町湯桧曽,JR東日本,JR上越線,群馬県
土樽,新潟県,南魚沼郡湯沢町大字土樽字古屋敷,JR東日本,JR上越線,新潟県
越後中里,新潟県,南魚沼郡湯沢町大字土樽,JR東日本,JR上越線,新潟県
岩原スキー場前,新潟県,南魚沼郡湯沢町字中子,JR東日本,JR上越線,新潟県
越後湯沢,新潟県,南魚沼郡湯沢町大字湯沢,JR東日本,JR上越線,新潟県
石打,新潟県,南魚沼市上野,JR東日本,JR上越線,新潟県
大沢,新潟県,南魚沼市大沢,JR東日本,JR上越線,山形県|新潟県
上越国際スキー場前,新潟県,南魚沼市樺野沢１１１-５,JR東日本,JR上越線,新潟県
塩沢,新潟県,南魚沼市塩沢,JR東日本,JR上越線,新潟県
六日町,新潟県,南魚沼市六日町,JR東日本・北越急行,JR上越線・北越急行ほくほく線,新潟県
五日町,新潟県,南魚沼市五日町,JR東日本,JR上越線,新潟県
浦佐,新潟県,南魚沼市浦佐,JR東日本,JR上越線,新潟県
八色,新潟県,南魚沼市五箇,JR東日本,JR上越線,新潟県
越後堀之内,新潟県,魚沼市堀之内,JR東日本,JR上越線,新潟県
北堀之内,新潟県,魚沼市下島,JR東日本,JR上越線,新潟県
越後川口,新潟県,新潟県長岡市東川口693-1,JR東日本,JR上越線・JR飯山線,新潟県
小千谷,新潟県,小千谷市ひ生,JR東日本,JR上越線,新潟県
越後滝谷,新潟県,長岡市滝谷町,JR東日本,JR上越線,新潟県
宮内,新潟県,長岡市宮内３丁目,JR東日本,JR上越線・JR信越本線(直江津～新潟),山形県|新潟県
長岡,新潟県,長岡市城内町２丁目,JR東日本,JR上越線・JR信越本線(直江津～新潟),新潟県
甲斐小泉,山梨県,北杜市長坂町小荒間,JR東日本,八ヶ岳高原線,山梨県
甲斐大泉,山梨県,北杜市大泉町西井出,JR東日本,八ヶ岳高原線,山梨県
清里,山梨県,北杜市高根町清里,JR東日本,八ヶ岳高原線,山梨県
野辺山,長野県,南佐久郡南牧村野辺山,JR東日本,八ヶ岳高原線,長野県
信濃川上,長野県,南佐久郡川上村大字御所平,JR東日本,八ヶ岳高原線,長野県
佐久広瀬,長野県,南佐久郡南牧村大字広瀬,JR東日本,八ヶ岳高原線,長野県
佐久海ノ口,長野県,南佐久郡南牧村大字海ノ口,JR東日本,八ヶ岳高原線,長野県
海尻,長野県,南佐久郡南牧村大字海尻,JR東日本,八ヶ岳高原線,長野県
松原湖,長野県,南佐久郡小海町大字豊里,JR東日本,八ヶ岳高原線,長野県
小海,長野県,南佐久郡小海町大字小海,JR東日本,八ヶ岳高原線,長野県
馬流,長野県,南佐久郡小海町大字東馬流,JR東日本,八ヶ岳高原線,長野県
高岩,長野県,南佐久郡佐久穂町穂積,JR東日本,八ヶ岳高原線,長崎県|長野県
八千穂,長野県,南佐久郡佐久穂町穂積,JR東日本,八ヶ岳高原線,長野県
海瀬,長野県,南佐久郡佐久穂町海瀬,JR東日本,八ヶ岳高原線,長野県
羽黒下,長野県,南佐久郡佐久穂町平林,JR東日本,八ヶ岳高原線,長野県
青沼,長野県,佐久市入沢,JR東日本,八ヶ岳高原線,長野県
臼田,長野県,佐久市下越,JR東日本,八ヶ岳高原線,長野県
龍岡城,長野県,佐久市田口,JR東日本,八ヶ岳高原線,長野県
太田部,長野県,佐久市大字太田部,JR東日本,八ヶ岳高原線,長野県
中込,長野県,佐久市大字中込,JR東日本,八ヶ岳高原線,長野県
滑津,長野県,佐久市大字中込,JR東日本,八ヶ岳高原線,長野県
